state,state_name,year,male_under_19_medicaid,male_19_to_64_medicaid,male_65_and_over_medicaid,female_under_19_medicaid,female_19_to_64_medicaid,female_65_and_over_medicaid,num_male_19_medicaid_acs,num_male_19_64_medicaid_acs,num_male_65_medicaid_acs,num_female_19_medicaid_acs,num_female_19_64_medicaid_acs,num_female_65_medicaid_acs,pop_25_over,no_schooling,nursery_4th,gr5_6,gr7_8,gr9,gr10,gr11,gr12_no_diploma,highschool_grad,somecollege_lt1yr,somecollege_1plus,associates,bachelors,masters,profschool,doctorate,total_medicaid_enrollees_acs,share_male_19_medicaid_acs,share_male_19_64_medicaid_acs,share_male_65_medicaid_acs,share_female_19_medicaid_acs,share_female_19_64_medicaid_acs,share_female_65_medicaid_acs,population,num_medicaid_chip_gov,num_medicaid_gov,num_19_to_64_medi_chip_gov,num_expansion_medi_chip_gov,num_65_medi_chip_gov,num_covid_medi_chip_gov,num_18_medi_chip_gov,num_disabled_medi_chip_gov,num_unknown_med_chip_gov,check,pct_enrollment_medicaid_chip_gov,pct_enrollment_medicaid_gov,pct_enrollment_medicaid_acs
1.0,alabama,2012,576274.0,1405091.0,275348.0,551946.0,1516852.0,368311.0,227207.0,114443.0,37646.0,217952.0,177673.0,70316.0,3166424.0,40659.0,248.0,490.0,1412.0,2966.0,7568.0,6328.0,9561.0,31828.0,29720.0,57102.0,83115.0,109739.0,113247.0,57047.0,818162.0,845237.0,17.778209837227823,9.348923425092606,3.172084796146261,16.447714836746094,14.256840390479745,5.996226714307468,4777326.0,,,,,,,,,,,,,0.17692679963644933
1.0,alabama,2013,572500.0,1411803.0,284145.0,548832.0,1522783.0,376852.0,237637.0,115942.0,37734.0,226897.0,183031.0,70366.0,3193338.0,40711.0,221.0,469.0,1397.0,2916.0,6968.0,5580.0,9373.0,29685.0,28317.0,55034.0,79804.0,108517.0,111838.0,58370.0,818315.0,871607.0,17.957722141134134,9.155849459549538,3.087016917008667,16.740720547171733,14.184670389901234,5.874020545234696,4799277.0,799176.0,,,,,,,,,,0.1665200820873644,,0.18161214699630798
1.0,alabama,2014,569167.0,1413888.0,293772.0,546746.0,1527039.0,385341.0,244675.0,118528.0,36890.0,234259.0,186978.0,69550.0,3217902.0,41671.0,234.0,505.0,1414.0,2507.0,6554.0,5465.0,8906.0,27813.0,26460.0,52795.0,76902.0,104999.0,108114.0,60029.0,824979.0,890880.0,17.84421325322435,9.255442192077986,2.941001722145498,16.95962280612201,14.204440144968325,5.795279881461829,4817678.0,,,,,,,,,,,,,0.1849189588843422
1.0,alabama,2015,565814.0,1413444.0,303298.0,544197.0,1526775.0,396258.0,245926.0,124659.0,37438.0,239375.0,193091.0,69187.0,3239351.0,41876.0,238.0,426.0,1319.0,1936.0,6294.0,5386.0,8246.0,24909.0,25272.0,50983.0,74854.0,102733.0,106064.0,59355.0,826272.0,909676.0,17.49859852674337,9.51993502177861,3.0059373102494367,17.021549153266925,14.366745782183141,5.587234205778518,4830620.0,,,,,,,,,,,,,0.18831454347475066
1.0,alabama,2016,562097.0,1412392.0,313938.0,541231.0,1523173.0,408460.0,248020.0,129490.0,38814.0,243664.0,198876.0,69533.0,3261408.0,42577.0,318.0,498.0,1055.0,1769.0,6220.0,5150.0,8068.0,24096.0,23700.0,48567.0,72622.0,98764.0,102370.0,60262.0,828205.0,928397.0,17.332480570164584,9.708785609597683,3.068517616209661,16.935782230123067,14.514957426432938,5.439476547472065,4841164.0,,,171305.83333333334,0.0,112385.0,0.0,636491.6666666666,215413.0,38.916666666666664,1135634.4166666667,,,0.19177144174417557
1.0,alabama,2017,595816.0,1374069.0,323400.0,574514.0,1484417.0,418476.0,260639.0,122919.0,38974.0,255127.0,193496.0,68336.0,3276637.0,41118.0,370.0,479.0,1040.0,1750.0,5721.0,4750.0,7492.0,22150.0,22726.0,46809.0,70538.0,95156.0,99612.0,61348.0,831994.0,939491.0,17.951382976067347,9.022484584219487,3.0368481895186807,17.601927886650717,13.987666232500752,5.399690131043014,4850771.0,890561.2857142857,728412.5714285715,164367.0,0.0,113559.66666666669,0.0,649203.0,212575.16666666663,14.0,1139718.8333333335,0.18359169825050198,0.15016428757996853,0.19367869561354267
1.0,alabama,2018,592605.0,1372649.0,333778.0,573167.0,1482733.0,430108.0,258786.0,125890.0,38282.0,254369.0,196325.0,69667.0,3299958.0,41240.0,472.0,496.0,801.0,1831.0,5304.0,4582.0,6895.0,21392.0,22023.0,44356.0,68661.0,93256.0,97758.0,60976.0,838776.0,943319.0,17.862006440692774,9.262141144109531,2.9926809338358877,17.302935027892122,14.117664994862624,5.462571458607064,4864680.0,900099.9166666666,726891.3333333334,161256.91666666666,0.0,116108.0,0.0,658930.9166666666,210597.25,0.0,1146893.0833333333,0.1850275694735659,0.14942222989658793,0.19391182976064203
1.0,alabama,2019,592050.0,1367852.0,343173.0,570945.0,1481002.0,442193.0,259364.0,126921.0,40066.0,252402.0,197887.0,70773.0,3320877.0,40837.0,410.0,492.0,799.0,1628.0,5009.0,4289.0,6159.0,20148.0,21897.0,41331.0,66716.0,91358.0,95627.0,62222.0,841716.0,947413.0,18.05453367856705,9.351825770254173,3.0823558623918057,16.91707922676438,14.130033880453093,5.464171581569502,4876250.0,913181.5,740261.9166666666,164554.91666666666,0.0,118882.5,0.0,672195.25,207230.58333333337,0.0,1162863.25,0.18727126377851833,0.15180967273348714,0.1942913099205332
1.0,alabama,2020,590229.0,1365093.0,352918.0,569906.0,1480532.0,454751.0,260298.0,121524.0,40923.0,253625.0,195493.0,71501.0,3344006.0,41430.0,564.0,488.0,742.0,1792.0,4851.0,3639.0,5709.0,17511.0,19078.0,37846.0,63772.0,88366.0,89293.0,63866.0,839252.0,943364.0,18.042087962689177,9.206705355196664,3.0666480624401022,17.046723070202226,14.144531728888426,5.493303820583402,4893186.0,954311.5,780423.75,178688.5,0.0,121334.16666666669,0.0,699694.3333333334,205733.91666666663,0.0,1205450.9166666667,0.19502865821981832,0.1594919445122258,0.19279136333668903
1.0,alabama,2021,606986.0,1400820.0,365399.0,583437.0,1502225.0,461143.0,268731.0,126217.0,42296.0,258282.0,199259.0,71152.0,3413803.0,43813.0,578.0,488.0,783.0,1937.0,4728.0,3260.0,5227.0,16393.0,16837.0,35928.0,61114.0,84786.0,88988.0,65187.0,864345.0,965937.0,18.162950791796973,9.437692310296546,3.1409674212003873,16.89014364740664,14.091278003890235,5.276967825409219,4997675.0,1046266.3333333334,863228.8333333334,213976.41666666663,0.0,123771.25,0.0,751381.6666666666,213015.75,0.0,1302145.0833333333,0.20935061470250335,0.17272608429586425,0.19327727393237856
1.0,alabama,2022,602662.0,1412389.0,372327.0,581709.0,1500148.0,475746.0,266850.0,125629.0,44336.0,258348.0,200400.0,73778.0,3428520.0,45445.0,624.0,713.0,868.0,1823.0,4231.0,3206.0,4916.0,15486.0,15219.0,34844.0,58303.0,81859.0,88112.0,65531.0,864977.0,969341.0,17.939290833098838,9.474028832798036,3.313795697532956,16.69909840931618,14.088020588586872,5.4857656386671225,5028092.0,1128279.1666666667,934126.3333333334,244789.16666666663,0.0,130360.58333333331,0.0,807214.1666666666,213132.25,0.0,1395496.1666666665,0.22439509194872861,0.18578147204413392,0.19278505643890367
1.0,alabama,2023,610228.0,1403453.0,380839.0,588261.0,1507552.0,479533.0,272939.0,127068.0,46298.0,266523.0,204958.0,74517.0,3448302.0,49153.0,761.0,670.0,901.0,1701.0,4211.0,2783.0,3926.0,14642.0,13980.0,34625.0,54467.0,77670.0,83170.0,66721.0,871328.0,992303.0,17.84252140630724,9.074635639082073,3.3877523338696696,16.91594533617888,14.244137378819731,5.535007905742405,5054253.0,1163731.25,967085.5833333334,,,,,,,,,0.23024792189864654,0.1913409525271753,0.19633029846349204
1.0,alabama,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5054253.0,1000546.6,818131.3,,,,,,,,,0.19796132089153431,0.1618698747371768,
2.0,alaska,2012,96277.0,226751.0,26827.0,89956.0,219478.0,27616.0,30462.0,15589.0,4402.0,27565.0,22130.0,6071.0,447543.0,2674.0,39.0,103.0,207.0,456.0,1020.0,838.0,935.0,2086.0,1022.0,4344.0,4175.0,6457.0,8100.0,5196.0,98765.0,106219.0,8.051732556893889,4.349585868913113,1.3343165325815594,8.121886077475356,5.431721649145747,1.7107573149903348,711139.0,,,,,,,,,,,,,0.14936461085666797
2.0,alaska,2013,97108.0,230629.0,28509.0,90361.0,221004.0,29274.0,31651.0,16378.0,4062.0,29325.0,22572.0,6112.0,454301.0,2796.0,62.0,86.0,224.0,367.0,959.0,855.0,901.0,2049.0,1129.0,4425.0,3995.0,6590.0,8279.0,5278.0,101267.0,110100.0,8.177093571831573,4.40457517992185,1.1629988069544162,8.094135312777508,5.510693311504853,1.6505038170097979,720316.0,122334.0,,,,,,,,,,0.1698337951676764,,0.15284958268315574
2.0,alaska,2014,96284.0,233358.0,30166.0,91364.0,222346.0,30887.0,31553.0,17105.0,4248.0,30233.0,23154.0,6473.0,460319.0,2924.0,95.0,101.0,202.0,388.0,990.0,749.0,939.0,1967.0,1184.0,4100.0,4180.0,6613.0,8166.0,5102.0,103345.0,112766.0,7.836159268990398,4.579558097072232,1.142323841782797,8.00159217414025,5.698937634232015,1.7414289837823091,728300.0,,,,,,,,,,,,,0.15483454620348758
2.0,alaska,2015,96641.0,235123.0,31990.0,91026.0,221968.0,32610.0,32623.0,18756.0,4468.0,30785.0,24380.0,6525.0,464440.0,2977.0,86.0,84.0,126.0,421.0,1020.0,828.0,730.0,1765.0,1213.0,4253.0,3586.0,6442.0,7691.0,5271.0,105527.0,117537.0,7.6741061130063795,4.754577539829086,1.1656604113333922,8.035997866352204,5.628249890422241,1.7414081790566969,733375.0,,,,,,,,,,,,,0.16026862110107382
2.0,alaska,2016,96260.0,235080.0,33830.0,90900.0,222540.0,34354.0,32406.0,20224.0,4709.0,31000.0,26007.0,6671.0,470699.0,3020.0,140.0,88.0,80.0,440.0,793.0,856.0,705.0,1684.0,1043.0,4000.0,3569.0,6376.0,7889.0,5349.0,106169.0,121017.0,7.334275860489688,5.008301407483945,1.1735577617832758,7.8092790871992666,6.035644816666802,1.6389410663770232,736855.0,,,37136.166666666664,24569.583333333332,10121.666666666666,0.0,87100.33333333333,16502.75,0.0,175430.5,,,0.16423448303940397
2.0,alaska,2017,100891.0,228168.0,36523.0,94444.0,217342.0,36670.0,34643.0,22425.0,4621.0,32756.0,28547.0,7013.0,475442.0,3451.0,119.0,70.0,49.0,405.0,655.0,721.0,686.0,1576.0,1245.0,3679.0,3471.0,6484.0,7946.0,5620.0,106162.0,130005.0,7.29578048101253,5.217646135945309,1.1622181997416274,7.602858391116157,6.015293900280481,1.7062028919038963,738565.0,198557.0,185769.2857142857,40854.0,38729.25,10709.0,0.0,96361.91666666669,16471.5,0.0,203125.6666666667,0.2688416050042989,0.2515273343771851,0.17602377583557305
2.0,alaska,2018,100488.0,225999.0,38527.0,94203.0,216323.0,38566.0,35631.0,26483.0,5413.0,32800.0,32545.0,7479.0,477727.0,3479.0,97.0,66.0,40.0,504.0,642.0,594.0,607.0,1473.0,1126.0,3617.0,3233.0,6331.0,7390.0,5561.0,107913.0,140351.0,7.077501070530787,5.561740636832493,1.1915646585054758,7.224046434112718,6.242222346328814,1.702924853689713,738516.0,209264.16666666663,195454.58333333337,42026.25,47111.5,11347.0,0.0,101383.5,16245.583333333334,0.0,218113.83333333337,0.2833576614002495,0.26465856302819896,0.19004463004186775
2.0,alaska,2019,99646.0,224235.0,40487.0,93017.0,214317.0,40654.0,35751.0,29473.0,5568.0,33208.0,35014.0,7582.0,480586.0,3434.0,151.0,47.0,126.0,462.0,570.0,486.0,613.0,1455.0,1099.0,3603.0,3292.0,6030.0,7427.0,5581.0,108797.0,146596.0,6.873742105105659,6.474787038641379,1.1347423983348481,6.590799485687038,6.3431866027517,1.5827423694793763,737068.0,220535.5,204683.58333333337,42328.0,52599.583333333336,11808.0,0.0,104601.5,16053.083333333334,0.0,227390.1666666667,0.2992064504224848,0.2776997282928215,0.1988907400674022
2.0,alaska,2020,99064.0,221067.0,42896.0,92777.0,212129.0,43171.0,35719.0,32532.0,5314.0,33955.0,36846.0,7753.0,483436.0,3172.0,127.0,33.0,97.0,376.0,438.0,545.0,669.0,1506.0,1216.0,3334.0,3065.0,6180.0,6906.0,5512.0,110980.0,152119.0,7.270214953013371,6.93029464077318,1.1168375005804294,6.543155680732199,6.525131345227939,1.614365879672881,736990.0,231987.33333333337,217147.58333333337,43929.25,59493.583333333336,12554.5,0.0,106075.66666666669,15815.916666666666,0.0,237868.91666666663,0.31477677218596367,0.29464115297810467,0.20640578569587104
2.0,alaska,2021,98401.0,219465.0,44535.0,92881.0,209943.0,44213.0,36913.0,34808.0,5772.0,33862.0,38374.0,7617.0,484382.0,3675.0,54.0,32.0,144.0,251.0,476.0,430.0,662.0,1043.0,1137.0,3141.0,2942.0,5832.0,6937.0,5913.0,111772.0,157346.0,6.8387278918496035,7.368468227429981,1.2173535050737367,6.435600980218759,6.609981127276826,1.5298682681510947,735951.0,249695.58333333337,236946.25,47242.583333333336,67431.25,13460.833333333334,0.0,110558.58333333331,15589.583333333334,0.0,254282.83333333337,0.339282891569321,0.3219592744625661,0.213799560025056
2.0,alaska,2022,96699.0,219991.0,46119.0,91230.0,205968.0,46385.0,36420.0,36346.0,6165.0,33694.0,38438.0,7834.0,485871.0,3875.0,58.0,29.0,109.0,261.0,517.0,446.0,573.0,827.0,1032.0,2936.0,3044.0,4874.0,6902.0,6206.0,114087.0,158897.0,6.889153255062925,6.966359516840228,1.3508816261026795,6.417894431259873,6.96691289232157,1.408798278412724,734821.0,261131.75,249174.16666666663,49050.333333333336,71767.08333333333,14071.083333333334,0.0,115370.58333333331,15266.5,0.0,265525.5833333333,0.35536783788160653,0.3390950539882048,0.2162390568587452
2.0,alaska,2023,96093.0,216059.0,48092.0,90790.0,205018.0,48081.0,37923.0,36170.0,6700.0,34999.0,39112.0,7951.0,487903.0,4174.0,65.0,79.0,151.0,155.0,407.0,509.0,508.0,940.0,941.0,2359.0,3291.0,4773.0,6817.0,6685.0,115232.0,162855.0,6.841556756374778,6.77719661644422,1.563616475600937,6.258331952441288,7.1601632271773195,1.3991349719614579,733971.0,258266.83333333337,245392.41666666663,,,,,,,,,0.3518760732145185,0.3343353029842686,0.22188206346027295
2.0,alaska,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733971.0,250419.1,235621.3,,,,,,,,,0.34118391598578146,0.32102262895945477,
4.0,arizona,2012,828917.0,1866545.0,403945.0,793412.0,1932607.0,478980.0,295185.0,220098.0,44587.0,278888.0,306521.0,65555.0,4149955.0,51467.0,311.0,974.0,3549.0,6495.0,16303.0,13089.0,14651.0,75702.0,20823.0,65520.0,73366.0,85152.0,96724.0,80010.0,847998.0,1210834.0,3.445428115843468,2.9579572157395844,0.6052149354028489,3.148262757956039,3.9868255802198815,0.8563113948381784,6410979.0,,,,,,,,,,,,,0.1888688139518161
4.0,arizona,2013,826331.0,1883906.0,421808.0,792358.0,1950506.0,498458.0,303229.0,227033.0,46097.0,288912.0,316867.0,66545.0,4211194.0,52419.0,266.0,919.0,3826.0,6889.0,15501.0,11498.0,14975.0,74635.0,19843.0,67010.0,72185.0,81666.0,98332.0,82473.0,863210.0,1248683.0,3.4547876107351727,2.933896963133459,0.5970445154891483,3.1896381233728173,3.9509394200080954,0.8736933672613076,6479703.0,1201770.0,,,,,,,,,,0.18546683389655358,,0.1927068262233624
4.0,arizona,2014,825174.0,1901155.0,441975.0,793194.0,1971635.0,520573.0,306252.0,237935.0,46959.0,294302.0,333993.0,68539.0,4284776.0,55703.0,367.0,939.0,4153.0,6874.0,15007.0,10696.0,14755.0,73881.0,19059.0,69029.0,72231.0,80441.0,97798.0,83459.0,877163.0,1287980.0,3.371533813379988,3.0119778806608566,0.5902880912687319,3.151630304844606,4.014000016603227,0.8605698932425905,6561516.0,,,,,,,,,,,,,0.19629305178864154
4.0,arizona,2015,823642.0,1920307.0,463435.0,791574.0,1990116.0,544435.0,307766.0,250586.0,48412.0,297235.0,352377.0,69678.0,4361304.0,59117.0,399.0,1063.0,4094.0,7028.0,13969.0,10533.0,14782.0,72765.0,18388.0,69277.0,73091.0,79523.0,97806.0,87410.0,887064.0,1326054.0,3.2991723018991945,3.045061343429027,0.5949106656472862,3.0964820724905593,4.1299463481553715,0.834427268378562,6641928.0,,,,,,,,,,,,,0.19964895735093785
4.0,arizona,2016,824726.0,1940238.0,487303.0,792723.0,2004129.0,571114.0,312973.0,266224.0,50946.0,305065.0,368658.0,72868.0,4440635.0,62538.0,527.0,935.0,4290.0,6813.0,13882.0,10239.0,14063.0,71210.0,17154.0,69183.0,72640.0,80734.0,97502.0,89533.0,898657.0,1376734.0,3.2435056284456696,3.064084678089242,0.6369544218057104,3.039889993177976,4.17708602598219,0.838479252499213,6728577.0,,,506402.0833333333,438598.4166666667,137761.83333333334,0.0,879181.75,170362.91666666666,0.0,2132307.0,,,0.20460997919768176
4.0,arizona,2017,874063.0,1914730.0,504781.0,843561.0,1974984.0,589871.0,326957.0,275024.0,52658.0,319878.0,377203.0,74907.0,4516175.0,65604.0,599.0,980.0,3853.0,6207.0,13507.0,9755.0,13119.0,67325.0,16520.0,69729.0,74565.0,79111.0,96428.0,92347.0,909646.0,1426627.0,3.2988126425763387,2.9986923808756396,0.6621071629509605,3.1463248896449656,4.087443506990736,0.8066194169613596,6809946.0,1737049.5714285714,1640421.142857143,402261.0833333333,448736.75,143325.41666666666,0.0,833568.3333333334,172146.08333333334,0.0,2000037.6666666665,0.2550753811305657,0.2408860720565395,0.20949167585176154
4.0,arizona,2018,881085.0,1952035.0,528841.0,850385.0,2008097.0,617827.0,333682.0,304055.0,56933.0,325371.0,403355.0,80355.0,4633932.0,69737.0,710.0,896.0,3815.0,5991.0,13724.0,9556.0,12742.0,65142.0,15961.0,68009.0,76200.0,78493.0,95350.0,96676.0,927855.0,1503751.0,3.1596500826656033,3.1346987156428177,0.6778048951689943,3.0750667400601963,4.134721890238067,0.818057676224321,6946685.0,1687674.8333333333,1588211.0833333333,382479.6666666667,434219.4166666667,151972.08333333334,0.0,804442.0833333334,171926.83333333334,0.0,1945040.0833333333,0.24294679164714295,0.22862863125841076,0.2164703020217557
4.0,arizona,2019,883198.0,1978516.0,551038.0,851037.0,2033197.0,644042.0,335444.0,313783.0,59068.0,323030.0,410849.0,85545.0,4732532.0,71270.0,746.0,1139.0,3349.0,6379.0,12944.0,9122.0,12523.0,61764.0,15205.0,63507.0,77747.0,77202.0,94067.0,101673.0,940168.0,1527719.0,3.137340390897437,3.1122331341887763,0.7076694486695858,3.058093074846492,4.12307157736913,0.8615923740285785,7050299.0,1710038.3333333333,1608770.5,374647.25,446162.25,159920.91666666666,0.0,799335.5,170721.41666666666,0.0,1950787.3333333333,0.24254834203958348,0.22818471954168185,0.21668854044346203
4.0,arizona,2020,886227.0,2011665.0,576049.0,853753.0,2063398.0,674234.0,332320.0,307187.0,62262.0,318566.0,405035.0,89566.0,4846056.0,75681.0,913.0,1553.0,3504.0,5642.0,12827.0,7554.0,11858.0,55821.0,14157.0,59060.0,73902.0,70797.0,89347.0,105303.0,955999.0,1514936.0,3.1135695884976866,3.120625621668571,0.7321559135128632,2.952054897324146,4.159645943159378,0.921948035837355,7174064.0,1839783.75,1732758.0833333333,386124.0833333333,499343.5,167751.33333333334,0.0,819544.5,172137.83333333334,0.0,2044901.25,0.2564493082303141,0.2415308928570101,0.21116845347351237
4.0,arizona,2021,874136.0,2002213.0,571751.0,839298.0,2028404.0,660710.0,324311.0,300537.0,60309.0,312562.0,386070.0,85402.0,4792007.0,74688.0,1044.0,1478.0,2862.0,5562.0,11452.0,6837.0,11092.0,52903.0,13413.0,55156.0,70266.0,63281.0,84043.0,106383.0,934136.0,1469191.0,3.1266036901178667,3.1857517238547426,0.6837662215948995,2.9661643594059757,4.120536315571868,0.9171776894546476,7079203.0,2063827.5,1933873.25,415184.5833333333,621669.4166666666,178631.0,0.0,882218.5,173552.16666666666,0.0,2271255.6666666665,0.29153387747180015,0.27317669093540614,0.2075362155881107
4.0,arizona,2022,865242.0,2043004.0,590195.0,828441.0,2044442.0,688996.0,319840.0,304236.0,64600.0,305454.0,385609.0,89060.0,4878959.0,80113.0,1211.0,1394.0,2622.0,5446.0,10571.0,6186.0,11694.0,51151.0,13127.0,51979.0,66552.0,61336.0,79932.0,108118.0,953769.0,1468799.0,3.0796686504092836,3.2512346136495824,0.7994844502379351,2.868283032977542,3.989607905176482,1.0117213475491744,7172282.0,2224415.1666666665,2083316.0833333333,448007.0833333333,705662.0,191795.33333333337,0.0,926954.1666666666,173179.5,0.0,2445598.083333333,0.31014050572281826,0.29046767588521105,0.20478823894542908
4.0,arizona,2023,864051.0,2057649.0,616703.0,829145.0,2073668.0,713745.0,317346.0,300580.0,68637.0,300027.0,385990.0,92447.0,4990633.0,87046.0,1369.0,1498.0,2342.0,4903.0,9541.0,5934.0,11047.0,49186.0,12833.0,46867.0,64786.0,59408.0,77411.0,110357.0,967753.0,1465027.0,2.973515340956421,3.2021851368048715,0.8508440659626159,2.842380261991916,4.023917695521826,1.1071574987623505,7268175.0,2176738.5833333335,2043191.25,,,,,,,,,0.2994890166146706,0.28111475714329937,0.2015673810825964
4.0,arizona,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7268175.0,2013637.2,1887289.3,,,,,,,,,0.2770485300642871,0.25966481269369546,
5.0,arkansas,2012,361836.0,853502.0,179128.0,345472.0,894959.0,227126.0,177292.0,73024.0,24092.0,166981.0,105918.0,42501.0,1921039.0,22509.0,148.0,231.0,1017.0,2454.0,5559.0,4922.0,6835.0,20045.0,15668.0,42090.0,43022.0,57554.0,66085.0,32554.0,559309.0,589808.0,21.88640303325239,9.676493176018798,3.478773603692797,20.52686263231249,13.37573755864271,6.055729996080818,2916372.0,,,,,,,,,,,,,0.20224031776467474
5.0,arkansas,2013,361776.0,857582.0,184153.0,346045.0,898171.0,231708.0,180853.0,73134.0,23452.0,170616.0,107963.0,41723.0,1936554.0,22954.0,119.0,284.0,974.0,2436.0,5284.0,5182.0,6426.0,19453.0,15410.0,39489.0,41721.0,56755.0,65281.0,33293.0,561542.0,597741.0,22.149057547245032,9.44495716990243,3.3725211381752196,20.57770767717911,13.469601635245409,5.9861548322527955,2933369.0,556851.0,,,,,,,,,,0.1898332599819525,,0.20377286321632226
5.0,arkansas,2014,362084.0,860002.0,189910.0,345243.0,900263.0,236381.0,183827.0,79613.0,22826.0,173805.0,117830.0,41487.0,1949963.0,22572.0,183.0,327.0,978.0,1967.0,5484.0,4700.0,6541.0,18544.0,14848.0,37882.0,41898.0,53604.0,64321.0,32350.0,564546.0,619388.0,21.644738322857616,9.877468059335587,3.2182757875494965,20.255748144984956,14.231415298648137,5.772354386624207,2947036.0,,,,,,,,,,,,,0.2101732045349972
5.0,arkansas,2015,360875.0,860758.0,195426.0,344616.0,901547.0,241971.0,184505.0,92598.0,23412.0,173750.0,134183.0,41725.0,1962741.0,23014.0,195.0,435.0,660.0,1916.0,5163.0,4424.0,6550.0,18435.0,13957.0,36212.0,39728.0,52439.0,63361.0,32610.0,564438.0,650173.0,20.772709555998297,11.029900324833406,3.1081158236531405,19.157206728568475,15.500242847627522,5.4318247193191596,2958208.0,,,,,,,,,,,,,0.21978610023365497
5.0,arkansas,2016,360190.0,860430.0,200874.0,344703.0,900920.0,248285.0,184299.0,106338.0,23612.0,176622.0,150477.0,41803.0,1973591.0,23010.0,236.0,424.0,557.0,1923.0,5212.0,4088.0,5655.0,18369.0,12863.0,33960.0,39877.0,51513.0,62140.0,32401.0,561132.0,683151.0,19.59479750534609,12.073901293913416,2.9976947605660915,18.50767783339368,16.572045670044833,5.253882936735889,2968472.0,,,61638.5,329220.8333333333,66394.0,0.0,430832.9166666667,142934.66666666666,,,,,0.23013557143203642
5.0,arkansas,2017,381629.0,838660.0,205842.0,363327.0,880790.0,254321.0,194570.0,113421.0,24452.0,184564.0,163363.0,41580.0,1985770.0,23003.0,249.0,381.0,521.0,1828.0,5190.0,3868.0,5295.0,17828.0,13135.0,32160.0,39121.0,49571.0,60754.0,33213.0,557723.0,721950.0,19.425610711488726,12.284604393610497,2.9422761006305187,18.19902795284466,17.15639855658275,4.992082284842851,2977944.0,916429.2857142856,833829.1428571428,10568.333333333334,320037.1666666667,66957.08333333333,0.0,472928.9166666667,147581.41666666666,,,0.3077389251491249,0.2800016195258013,0.24243236273079682
5.0,arkansas,2018,381694.0,839539.0,211334.0,363530.0,881011.0,260027.0,193679.0,126390.0,25162.0,185256.0,183319.0,42439.0,1999307.0,22927.0,251.0,383.0,544.0,1860.0,4848.0,3514.0,5171.0,17758.0,12708.0,30420.0,37717.0,47019.0,57990.0,32919.0,557808.0,756245.0,18.32971287524685,13.167954566625069,2.859901233288332,17.442146594050236,18.350776094921727,4.849508635867784,2990671.0,885633.9166666666,799263.25,9814.333333333334,286200.4166666667,68037.66666666667,0.0,471823.5833333333,148334.75,,,0.29613217791815505,0.26725214843090395,0.252868001863127
5.0,arkansas,2019,379892.0,838707.0,216321.0,363307.0,880802.0,266205.0,191715.0,135507.0,25458.0,185168.0,193059.0,43611.0,2011639.0,23602.0,250.0,304.0,441.0,1883.0,4317.0,3284.0,4716.0,17045.0,12322.0,29182.0,36639.0,44754.0,56966.0,34463.0,559816.0,774518.0,17.675117055072775,13.733661962190359,2.8900037203383957,16.955089415294875,18.859603122508474,4.886524724595122,2999370.0,857062.9166666666,765532.3333333334,8707.166666666666,262696.6666666667,69635.41666666667,0.0,465636.1666666667,147911.75,,,0.2857476458945267,0.25523104296346677,0.2582268943144727
5.0,arkansas,2020,379413.0,840301.0,221433.0,363047.0,880385.0,272692.0,191035.0,138920.0,25468.0,186198.0,196263.0,41977.0,2026722.0,25317.0,255.0,174.0,368.0,1652.0,4183.0,3146.0,4156.0,15727.0,11882.0,28543.0,33600.0,42458.0,54090.0,34809.0,563390.0,779861.0,17.375450874100757,13.851479391439867,2.875391277097899,17.12327124340255,19.00852884469513,4.765878369263796,3011873.0,900101.4166666666,805006.25,9050.25,283867.0833333333,71354.0,0.0,476413.1666666667,145364.08333333334,,,0.2988510527059629,0.2672776209355441,0.2589289123412574
5.0,arkansas,2021,382791.0,843501.0,222114.0,362949.0,875063.0,269352.0,193880.0,142342.0,25937.0,186318.0,197489.0,41762.0,2021290.0,26523.0,351.0,304.0,552.0,1679.0,3901.0,3382.0,4129.0,14482.0,11322.0,26566.0,30737.0,40357.0,49307.0,35129.0,566668.0,787728.0,17.52253616179727,14.065967258802498,2.9255190184110247,16.8445287125654,18.93857226893966,4.70287657948415,3006309.0,983071.1666666666,895126.1666666666,7972.333333333333,326062.4166666667,71955.83333333333,0.0,518230.25,142914.16666666666,,,0.32700270220614935,0.2977492222744457,0.262024961505953
5.0,arkansas,2022,379287.0,849068.0,225598.0,360564.0,872370.0,277385.0,191573.0,144346.0,26641.0,185883.0,200366.0,42557.0,2031847.0,27369.0,288.0,298.0,539.0,1529.0,3851.0,2964.0,3767.0,13986.0,11002.0,24700.0,29623.0,38771.0,45835.0,35133.0,573876.0,791366.0,17.4055261269235,14.171754610039018,2.9763299549113005,16.678646683983086,19.069589452946172,4.698153171196925,3018669.0,1049366.8333333333,972344.4166666666,7020.25,340251.5833333333,74795.0,0.0,559853.0,145682.33333333334,,,0.34762566990065263,0.32211031307727567,0.26215726202508455
