state,medicaid_births,pct_medicaid_births,year,num_enrollment,pct_enrollment,num_under_19,pct_under_19,pct_19_64,pct_over_65,governor,senate,house,total_gov,democratic_pres_votes,republican_pres_votes,other_pres_votes,total_pres_votes
colorado,"26,034",0.3908246138,2016,,,,,,,d,r,d,split,1338870.0,1202484.0,238866.0,2780220.0
connecticut,"13,628",0.3783978898,2016,,,,,,,d,d,d,d,897572.0,673215.0,76749.0,1647536.0
delaware,"4,939",0.4493267831,2016,,,,,,,d,d,d,d,235603.0,185127.0,22267.0,442997.0
district of columbia,"3,776",0.383039156,2016,,,,,,,,,,,282830.0,12723.0,15715.0,311268.0
florida,"108,955",0.4841971007,2016,,,,,,,r,r,r,r,4504975.0,4617886.0,297178.0,9420039.0
georgia,"60,512",0.4653265868,2016,,,,,,,r,r,r,r,1877963.0,2089104.0,147644.0,4114711.0
hawaii,"4,560",0.2525056758,2016,,,,,,,d,d,d,d,266891.0,128847.0,33199.0,428937.0
idaho,"8,301",0.3692287163,2016,,,,,,,r,r,r,r,189765.0,409055.0,91613.0,690433.0
illinois,"59,809",0.387251125,2016,,,,,,,r,d,d,split,3090729.0,2146015.0,321963.0,5558707.0
indiana,"34,638",0.4168682529,2016,,,,,,,r,r,r,r,1033126.0,1557286.0,144546.0,2734958.0
iowa,"14,899",0.3781184174,2016,,,,,,,r,d,r,split,653669.0,800983.0,111379.0,1566031.0
kansas,"11,918",0.3131947547,2016,,,,,,,r,r,r,r,427005.0,671018.0,86380.0,1184403.0
kentucky,"25,559",0.4609460946,2016,,,,,,,r,r,d,split,628854.0,1202971.0,92324.0,1924149.0
louisiana,"39,192",0.6203425243,2016,,,,,,,d,r,r,split,780154.0,1178638.0,70240.0,2029032.0
maine,"5,018",0.3949626131,2016,,,,,,,r,r,d,split,357735.0,335593.0,54599.0,747927.0
maryland,"27,917",0.38171352,2016,,,,,,,r,d,d,split,1677928.0,943169.0,160349.0,2781446.0
massachusetts,"17,841",0.2501647574,2016,,,,,,,r,d,d,split,1995196.0,1090893.0,188466.0,3274555.0
michigan,"48,052",0.4240568327,2016,,,,,,,r,r,r,r,2268839.0,2279543.0,250902.0,4799284.0
minnesota,"21,769",0.312104833,2016,,,,,,,d,d,r,split,1367716.0,1322951.0,254146.0,2944813.0
mississippi,"23,356",0.6157983548,2016,,,,,,,r,r,r,r,485131.0,700714.0,23512.0,1209357.0
missouri,"28,830",0.3859179439,2016,,,,,,,d,r,r,split,1071068.0,1594511.0,141802.0,2807381.0
montana,"4,914",0.400097704,2016,,,,,,,d,r,r,split,177709.0,279240.0,40198.0,497147.0
nebraska,"8,226",0.3093760578,2016,,,,,,,r,-,-,-,284494.0,495961.0,63772.0,844227.0
nevada,"15,774",0.4350248207,2016,,,,,,,r,r,r,r,539260.0,512058.0,74067.0,1125385.0
new hampshire,"3,003",0.2448031303,2016,,,,,,,d,r,r,split,348526.0,345790.0,49980.0,744296.0
new jersey,"31,934",0.3111050493,2016,,,,,,,r,d,d,split,2148278.0,1601933.0,123835.0,3874046.0
new mexico,"13,789",0.5584399806,2016,,,,,,,r,d,r,split,385234.0,319667.0,93418.0,798319.0
new york,"112,185",0.4788439622,2016,,,,,,,d,r,d,split,4547562.0,2814589.0,345212.0,7707363.0
north carolina,"51,155",0.4235421721,2016,,,,,,,r,r,r,r,2189316.0,2362631.0,189617.0,4741564.0
north dakota,"2,757",0.2422032856,2016,,,,,,,r,r,r,r,93758.0,216794.0,33808.0,344360.0
ohio,"57,643",0.4174457762,2016,,,,,,,r,r,r,r,2394164.0,2841005.0,261318.0,5496487.0
oklahoma,"27,643",0.5256122604,2016,,,,,,,r,r,r,r,420375.0,949136.0,83481.0,1452992.0
oregon,"20,162",0.4427802789,2016,,,,,,,d,d,d,d,1002106.0,782403.0,216827.0,2001336.0
pennsylvania,"44,315",0.3178776119,2016,,,,,,,d,r,r,split,2926441.0,2970733.0,218228.0,6115402.0
rhode island,"5,275",0.4885163919,2016,,,,,,,d,d,d,d,252525.0,180543.0,31076.0,464144.0
south carolina,"28,534",0.4976108263,2016,,,,,,,r,r,r,r,855373.0,1155389.0,92265.0,2103027.0
south dakota,"3,811",0.3104684318,2016,,,,,,,r,r,r,r,117458.0,227721.0,24914.0,370093.0
tennessee,"40,067",0.4958357568,2016,,,,,,,r,r,r,r,870695.0,1522925.0,114407.0,2508027.0
texas,"185,849",0.4669021497,2016,,,,,,,r,r,r,r,3877868.0,4685047.0,406311.0,8969226.0
utah,"12,507",0.2478400444,2016,,,,,,,r,r,r,r,310676.0,515231.0,305523.0,1131430.0
vermont,"2,483",0.4313759555,2016,,,,,,,d,d,d,d,178573.0,95369.0,41135.0,315077.0
virginia,"31,107",0.3036014054,2016,,,,,,,d,r,r,split,1981473.0,1769443.0,233715.0,3925404.0
washington,"36,212",0.4001104911,2016,,,,,,,d,r,d,split,1742718.0,1221747.0,244749.0,3209214.0
west virginia,"9,328",0.4889145133,2016,,,,,,,d,r,r,split,188794.0,489371.0,34886.0,713051.0
wisconsin,"23,994",0.3601891466,2016,,,,,,,r,r,r,r,1381823.0,1404440.0,189490.0,2975753.0
wyoming,"2,399",0.3248036826,2016,,,,,,,r,r,r,r,55973.0,174419.0,25457.0,255849.0
alabama,"29,120",0.4940533754,2017,,,,,,,r,r,r,r,,,,
alaska,"4,026",0.3854475826,2017,,,,,,,i,r,d,split,,,,
arizona,"43,517",0.5315248192,2017,,,,,,,r,r,r,r,,,,
arkansas,"16,921",0.4509861407,2017,,,,,,,r,r,r,r,,,,
california,"202,943",0.4302757506,2017,,,,,,,d,d,d,d,,,,
colorado,"25,261",0.392361219,2017,,,,,,,d,r,d,split,,,,
connecticut,"13,058",0.3707447262,2017,,,,,,,d,d,d,d,,,,
delaware,"4,855",0.4472593275,2017,,,,,,,d,d,d,d,,,,
district of columbia,"4,155",0.434623431,2017,,,,,,,,,,,,,,
florida,"109,078",0.4877610339,2017,,,,,,,r,r,r,r,,,,
georgia,"59,425",0.4597927934,2017,,,,,,,r,r,r,r,,,,
hawaii,"5,490",0.3134098305,2017,,,,,,,d,d,d,d,,,,
idaho,"8,196",0.3695054326,2017,,,,,,,r,r,r,r,,,,
illinois,"60,852",0.4073365018,2017,,,,,,,r,d,d,split,,,,
indiana,"33,693",0.4100401606,2017,,,,,,,r,r,r,r,,,,
iowa,"15,381",0.400234192,2017,,,,,,,r,r,r,r,,,,
kansas,"11,466",0.313973548,2017,,,,,,,r,r,r,r,,,,
kentucky,"26,158",0.4777542373,2017,,,,,,,r,r,r,r,,,,
louisiana,"38,340",0.6283391786,2017,,,,,,,d,r,r,split,,,,
maine,"4,804",0.3906326232,2017,,,,,,,r,r,d,split,,,,
maryland,"28,631",0.3996454544,2017,,,,,,,r,d,d,split,,,,
massachusetts,"19,652",0.2779553619,2017,,,,,,,r,d,d,split,,,,
michigan,"46,989",0.4217058855,2017,,,,,,,r,r,r,r,,,,
minnesota,"21,871",0.3188424812,2017,,,,,,,d,r,r,split,,,,
mississippi,"23,339",0.6247557352,2017,,,,,,,r,r,r,r,,,,
missouri,"27,919",0.3822740094,2017,,,,,,,r,r,r,r,,,,
montana,"4,864",0.4122383253,2017,,,,,,,d,r,r,split,,,,
nebraska,"8,822",0.3416598892,2017,,,,,,,r,-,-,-,,,,
nevada,"16,834",0.4708021031,2017,,,,,,,r,d,d,split,,,,
new hampshire,"3,091",0.2551172004,2017,,,,,,,r,r,r,r,,,,
new jersey,"31,194",0.3080888889,2017,,,,,,,r,d,d,split,,,,
new mexico,"13,350",0.5617032019,2017,,,,,,,r,d,d,split,,,,
new york,"110,653",0.4816507572,2017,,,,,,,d,r,d,split,,,,
north carolina,"51,686",0.4302684703,2017,,,,,,,d,r,r,split,,,,
north dakota,"2,677",0.2493247648,2017,,,,,,,r,r,r,r,,,,
ohio,"57,120",0.4174462114,2017,,,,,,,r,r,r,r,,,,
oklahoma,"25,959",0.5169673796,2017,,,,,,,r,r,r,r,,,,
oregon,"19,639",0.4501157434,2017,,,,,,,d,d,d,d,,,,
pennsylvania,"45,537",0.3305891321,2017,,,,,,,d,r,r,split,,,,
rhode island,"5,146",0.4837375447,2017,,,,,,,d,d,d,d,,,,
south carolina,"28,253",0.4954146136,2017,,,,,,,r,r,r,r,,,,
south dakota,"3,871",0.3190209329,2017,,,,,,,r,r,r,r,,,,
tennessee,"39,045",0.4819418386,2017,,,,,,,r,r,r,r,,,,
texas,"180,969",0.4736788378,2017,,,,,,,r,r,r,r,,,,
utah,"12,222",0.2515591232,2017,,,,,,,r,r,r,r,,,,
vermont,"2,421",0.4281167109,2017,,,,,,,r,d,d,split,,,,
virginia,"30,247",0.3012919485,2017,,,,,,,d,r,r,split,,,,
washington,"34,135",0.3898380576,2017,,,,,,,d,r,d,split,,,,
west virginia,"9,261",0.4959036145,2017,,,,,,,d,r,r,split,,,,
wisconsin,"23,500",0.3616775683,2017,,,,,,,r,r,r,r,,,,
wyoming,"2,197",0.31826742,2017,,,,,,,r,r,r,r,,,,
alabama,"28,434",0.4922698707,2018,,,,,,,r,r,r,r,,,,
alaska,"3,901",0.3867737458,2018,,,,,,,i,r,d,split,,,,
arizona,"40,620",0.5032023091,2018,,,,,,,r,r,r,r,,,,
arkansas,"17,094",0.4617753525,2018,,,,,,,r,r,r,r,,,,
california,"189,747",0.4170997098,2018,,,,,,,d,d,d,d,,,,
colorado,"24,320",0.3867376958,2018,,,,,,,d,r,d,split,,,,
connecticut,"12,912",0.3718358531,2018,,,,,,,d,d,d,d,,,,
delaware,"4,718",0.4442142924,2018,,,,,,,d,d,d,d,,,,
district of columbia,"3,902",0.4235779418,2018,,,,,,,,,,,,,,
florida,"106,507",0.4807530852,2018,,,,,,,r,r,r,r,,,,
georgia,"58,835",0.4663078972,2018,,,,,,,r,r,r,r,,,,
hawaii,"5,762",0.3395003535,2018,,,,,,,d,d,d,d,,,,
idaho,"7,490",0.3499509415,2018,,,,,,,r,r,r,r,,,,
illinois,"56,510",0.3902220074,2018,,,,,,,r,d,d,split,,,,
indiana,"31,973",0.3916052225,2018,,,,,,,r,r,r,r,,,,
iowa,"14,983",0.3965330157,2018,,,,,,,r,r,r,r,,,,
kansas,"11,328",0.312401754,2018,,,,,,,r,r,r,r,,,,
kentucky,"25,756",0.477652906,2018,,,,,,,r,r,r,r,,,,
louisiana,"37,237",0.624624675,2018,,,,,,,d,r,r,split,,,,
maine,"4,836",0.3928194298,2018,,,,,,,r,r,d,split,,,,
maryland,"28,419",0.3998171075,2018,,,,,,,r,d,d,split,,,,
massachusetts,"20,653",0.2988467493,2018,,,,,,,r,d,d,split,,,,
michigan,"44,633",0.4056365421,2018,,,,,,,r,r,r,r,,,,
minnesota,"21,933",0.3256860299,2018,,,,,,,d,r,r,split,,,,
mississippi,"22,730",0.6143243243,2018,,,,,,,r,r,r,r,,,,
missouri,"28,529",0.3893734049,2018,,,,,,,r,r,r,r,,,,
montana,"4,788",0.4158777035,2018,,,,,,,d,r,r,split,,,,
nebraska,"8,777",0.3443581293,2018,,,,,,,r,-,-,-,,,,
nevada,"16,365",0.4586346057,2018,,,,,,,r,d,d,split,,,,
new hampshire,"2,950",0.2459358066,2018,,,,,,,r,r,r,r,,,,
new jersey,"30,965",0.3059087362,2018,,,,,,,d,d,d,d,,,,
new mexico,"12,242",0.531359868,2018,,,,,,,r,d,d,split,,,,
new york,"108,831",0.4810465085,2018,,,,,,,d,r,d,split,,,,
north carolina,"50,123",0.4213645611,2018,,,,,,,d,r,r,split,,,,
north dakota,"2,497",0.23476871,2018,,,,,,,r,r,r,r,,,,
ohio,"54,053",0.39999556,2018,,,,,,,r,r,r,r,,,,
oklahoma,"25,550",0.5130522088,2018,,,,,,,r,r,r,r,,,,
oregon,"18,515",0.4388688727,2018,,,,,,,d,d,d,d,,,,
pennsylvania,"45,570",0.3358811259,2018,,,,,,,d,r,r,split,,,,
rhode island,"5,226",0.49743004,2018,,,,,,,d,d,d,d,,,,
south carolina,"27,681",0.4884681219,2018,,,,,,,r,r,r,r,,,,
south dakota,"3,516",0.2956360885,2018,,,,,,,r,r,r,r,,,,
tennessee,"37,944",0.4698889178,2018,,,,,,,r,r,r,r,,,,
texas,"176,219",0.4654195191,2018,,,,,,,r,r,r,r,,,,
utah,"11,184",0.2369039802,2018,,,,,,,r,r,r,r,,,,
vermont,"2,271",0.418078056,2018,,,,,,,r,d,d,split,,,,
virginia,"29,927",0.2997405927,2018,,,,,,,d,r,r,split,,,,
washington,"32,999",0.3833304292,2018,,,,,,,d,d,d,d,,,,
west virginia,"8,628",0.4728189391,2018,,,,,,,r,r,r,r,,,,
wisconsin,"23,115",0.3606196761,2018,,,,,,,r,r,r,r,,,,
wyoming,"2,065",0.3146906431,2018,,,,,,,r,r,r,r,,,,
alabama,"29,135",0.4970570673,2019,,,,,,,r,r,r,r,,,,
alaska,"3,759",0.3827122786,2019,,,,,,,r,r,s,split,,,,
arizona,"38,848",0.489423622,2019,,,,,,,r,r,r,r,,,,
arkansas,"16,594",0.4538343726,2019,,,,,,,r,r,r,r,,,,
california,"178,954",0.4008116843,2019,,,,,,,d,d,d,d,,,,
colorado,"23,433",0.3727274173,2019,,,,,,,d,d,d,d,,,,
connecticut,"12,736",0.3717671785,2019,,,,,,,d,d,d,d,,,,
delaware,"4,557",0.4314523764,2019,,,,,,,d,d,d,d,,,,
district of columbia,"4,232",0.4661306311,2019,,,,,,,,,,,,,,
florida,"102,581",0.4662730339,2019,,,,,,,r,r,r,r,,,,
georgia,"58,541",0.4632471057,2019,,,,,,,r,r,r,r,,,,
hawaii,"5,734",0.3413704828,2019,,,,,,,d,d,d,d,,,,
idaho,"7,547",0.3420659022,2019,,,,,,,r,r,r,r,,,,
illinois,"53,464",0.3815368806,2019,,,,,,,d,d,d,d,,,,
indiana,"31,131",0.3850035247,2019,,,,,,,r,r,r,r,,,,
iowa,"14,202",0.3772211745,2019,,,,,,,r,r,r,r,,,,
kansas,"10,486",0.2962565334,2019,,,,,,,d,r,r,split,,,,
kentucky,"25,456",0.4796774011,2019,,,,,,,r,r,r,r,,,,
louisiana,"35,632",0.6045367401,2019,,,,,,,d,r,r,split,,,,
maine,"4,383",0.372102895,2019,,,,,,,d,d,d,d,,,,
maryland,"28,191",0.4017070877,2019,,,,,,,r,d,d,split,,,,
massachusetts,"21,048",0.3045271062,2019,,,,,,,r,d,d,split,,,,
michigan,"44,044",0.4082457409,2019,,,,,,,d,r,r,split,,,,
minnesota,"21,477",0.3252760234,2019,,,,,,,d,r,d,split,,,,
mississippi,"22,437",0.6124303963,2019,,,,,,,r,r,r,r,,,,
missouri,"27,496",0.3812164654,2019,,,,,,,r,r,r,r,,,,
montana,"4,552",0.4108674068,2019,,,,,,,d,r,r,split,,,,
nebraska,"8,506",0.3436073521,2019,,,,,,,r,-,-,-,,,,
nevada,"15,104",0.4306569343,2019,,,,,,,d,d,d,d,,,,
new hampshire,"2,821",0.2382802602,2019,,,,,,,r,d,d,split,,,,
new jersey,"29,847",0.2997138123,2019,,,,,,,d,d,d,d,,,,
new mexico,"12,387",0.5395034843,2019,,,,,,,d,d,d,d,,,,
new york,"104,386",0.4711856603,2019,,,,,,,d,d,d,d,,,,
north carolina,"49,201",0.414411455,2019,,,,,,,d,r,r,split,,,,
north dakota,"2,420",0.2314903386,2019,,,,,,,r,r,r,r,,,,
ohio,"54,890",0.4082224586,2019,,,,,,,r,r,r,r,,,,
oklahoma,"24,896",0.5066031785,2019,,,,,,,r,r,r,r,,,,
oregon,"18,074",0.4317932056,2019,,,,,,,d,d,d,d,,,,
pennsylvania,"45,378",0.3380615362,2019,,,,,,,d,r,r,split,,,,
rhode island,"4,990",0.4904176904,2019,,,,,,,d,d,d,d,,,,
south carolina,"27,559",0.4831691153,2019,,,,,,,r,r,r,r,,,,
south dakota,"3,271",0.285701808,2019,,,,,,,r,r,r,r,,,,
tennessee,"39,136",0.486463642,2019,,,,,,,r,r,r,r,,,,
texas,"187,054",0.4953773712,2019,,,,,,,r,r,r,r,,,,
utah,"10,420",0.2225259471,2019,,,,,,,r,r,r,r,,,,
vermont,"2,168",0.4044021638,2019,,,,,,,r,d,d,split,,,,
virginia,"29,809",0.3059561322,2019,,,,,,,d,r,r,split,,,,
washington,"31,852",0.3751928853,2019,,,,,,,d,d,d,d,,,,
west virginia,"8,659",0.4774481694,2019,,,,,,,r,r,r,r,,,,
wisconsin,"22,295",0.3523786945,2019,,,,,,,d,r,r,split,,,,
wyoming,"1,958",0.2982482864,2019,,,,,,,r,r,r,r,,,,
alabama,"28,920",0.5016739813,2020,,,,,,,r,r,r,r,,,,
alaska,"3,674",0.388002957,2020,,,,,,,r,r,s,split,,,,
arizona,"36,750",0.4776014659,2020,,,,,,,r,r,r,r,1672143.0,1661686.0,51465.0,10155882.0
arkansas,"15,352",0.4355053757,2020,,,,,,,r,r,r,r,423932.0,760647.0,34490.0,4876276.0
california,"167,437",0.3984138353,2020,,,,,,,d,d,d,d,,,,
colorado,"22,086",0.3591569909,2020,,,,,,,d,d,d,d,,,,
connecticut,"12,263",0.3664973102,2020,,,,,,,d,d,d,d,,,,
delaware,"4,219",0.4059853734,2020,,,,,,,d,d,d,d,,,,
district of columbia,"4,013",0.4522199684,2020,,,,,,,,,,,,,,
florida,"97,732",0.466120732,2020,,,,,,,r,r,r,r,,,,
georgia,"57,730",0.4713691997,2020,,,,,,,r,r,r,r,2474507.0,2461837.0,62138.0,19993928.0
hawaii,"5,501",0.348495407,2020,,,,,,,d,d,d,d,,,,
idaho,"7,574",0.351739191,2020,,,,,,,r,r,r,r,,,,
illinois,"51,681",0.3877102432,2020,,,,,,,d,d,d,d,,,,
indiana,"30,231",0.3845400427,2020,,,,,,,r,r,r,r,,,,
iowa,"13,892",0.3846707648,2020,,,,,,,r,r,r,r,759061.0,902009.0,29801.0,3381742.0
kansas,"10,689",0.3109436816,2020,,,,,,,d,r,r,split,,,,
kentucky,"24,839",0.4807424325,2020,,,,,,,d,r,r,split,772285.0,1326418.0,36293.0,2134996.0
louisiana,"35,197",0.6139582752,2020,,,,,,,d,r,r,split,,,,
maine,"4,458",0.3863419707,2020,,,,,,,d,d,d,d,,,,
maryland,"26,939",0.3929602941,2020,,,,,,,r,d,d,split,1985023.0,976414.0,75594.0,15185155.0
massachusetts,"20,668",0.3111338592,2020,,,,,,,r,d,d,split,,,,
michigan,"41,101",0.3949209217,2020,,,,,,,d,r,r,split,,,,
minnesota,"20,489",0.3229513106,2020,,,,,,,d,r,d,split,,,,
mississippi,"21,303",0.6005412567,2020,,,,,,,r,r,r,r,,,,
missouri,"27,011",0.3898535036,2020,,,,,,,r,r,r,r,,,,
montana,"4,140",0.3836530442,2020,,,,,,,d,r,r,split,,,,
nebraska,"8,463",0.3484006422,2020,,,,,,,r,-,-,-,,,,
nevada,"14,950",0.4442397409,2020,,,,,,,d,d,d,d,,,,
new hampshire,"2,849",0.2416249682,2020,,,,,,,r,d,d,split,,,,
new jersey,"27,711",0.282898095,2020,,,,,,,d,d,d,d,,,,
new mexico,"11,908",0.5436698169,2020,,,,,,,d,d,d,d,,,,
new york,"96,111",0.4591187458,2020,,,,,,,d,d,d,d,,,,
north carolina,"47,634",0.4080699049,2020,,,,,,,d,r,r,split,2684292.0,2758773.0,81737.0,22099208.0
north dakota,"2,440",0.2425688438,2020,,,,,,,r,r,r,r,,,,
ohio,"53,209",0.4118630555,2020,,,,,,,r,r,r,r,,,,
oklahoma,"24,198",0.5081158264,2020,,,,,,,r,r,r,r,503890.0,1020280.0,36529.0,4682097.0
oregon,"16,991",0.4266951281,2020,,,,,,,d,d,d,d,,,,
pennsylvania,"43,963",0.336383739,2020,,,,,,,d,r,r,split,,,,
rhode island,"4,883",0.4834174834,2020,,,,,,,d,d,d,d,,,,
south carolina,"26,844",0.4819043516,2020,,,,,,,r,r,r,r,1091541.0,1385103.0,36685.0,15079974.0
south dakota,"3,183",0.290419708,2020,,,,,,,r,r,r,r,,,,
tennessee,"38,287",0.4865610187,2020,,,,,,,r,r,r,r,,,,
texas,"183,057",0.4971808034,2020,,,,,,,r,r,r,r,,,,
utah,"10,046",0.2198153254,2020,,,,,,,r,r,r,r,289906.0,230174.0,26501.0,4486062.0
vermont,"2,048",0.3989869472,2020,,,,,,,r,d,d,split,,,,
virginia,"30,086",0.3175336943,2020,,,,,,,d,d,d,d,2413568.0,1962430.0,86602.0,13386199.0
washington,"30,379",0.3656331993,2020,,,,,,,d,d,d,d,,,,
west virginia,"8,301",0.4791895168,2020,,,,,,,r,r,r,r,,,,
wisconsin,"21,628",0.3569330297,2020,,,,,,,d,r,r,split,,,,
wyoming,"1,831",0.2987924282,2020,,,,,,,r,r,r,r,,,,
alabama,"27,785",0.4786061253,2021,,,,,,,r,r,r,r,,,,
alaska,"3,565",0.380591438,2021,,,,,,,r,r,s,split,,,,
arizona,"36,256",0.4653216284,2021,,,,,,,r,r,r,r,,,,
arkansas,"14,375",0.3996941471,2021,,,,,,,r,r,r,r,,,,
california,"166,048",0.3947808886,2021,,,,,,,d,d,d,d,,,,
colorado,"22,334",0.3547951516,2021,,,,,,,d,d,d,d,,,,
connecticut,"12,930",0.362489487,2021,,,,,,,d,d,d,d,,,,
delaware,"3,873",0.3694905552,2021,,,,,,,d,d,d,d,,,,
district of columbia,"3,697",0.4269053118,2021,,,,,,,,,,,,,,
florida,"98,175",0.4539674466,2021,,,,,,,r,r,r,r,,,,
georgia,"57,113",0.4603177162,2021,,,,,,,r,r,r,r,,,,
hawaii,"5,416",0.3467349552,2021,,,,,,,d,d,d,d,,,,
idaho,"7,447",0.3320551121,2021,,,,,,,r,r,r,r,,,,
illinois,"49,868",0.3772477286,2021,,,,,,,d,d,d,d,,,,
indiana,"31,892",0.3989192705,2021,,,,,,,r,r,r,r,,,,
iowa,"13,918",0.3778471562,2021,,,,,,,r,r,r,r,,,,
kansas,"10,509",0.3028093935,2021,,,,,,,d,r,r,split,,,,
kentucky,"23,430",0.4487302256,2021,,,,,,,d,r,r,split,,,,
louisiana,"34,926",0.6080749343,2021,,,,,,,d,r,r,split,,,,
maine,"4,569",0.3805597201,2021,,,,,,,d,d,d,d,,,,
maryland,"26,000",0.3807571209,2021,,,,,,,r,d,d,split,,,,
massachusetts,"20,224",0.2925206474,2021,,,,,,,r,d,d,split,,,,
michigan,"39,585",0.3770718232,2021,,,,,,,d,r,r,split,,,,
minnesota,"20,462",0.3176096236,2021,,,,,,,d,r,d,split,,,,
mississippi,"20,721",0.5894015246,2021,,,,,,,r,r,r,r,,,,
missouri,"26,621",0.383295178,2021,,,,,,,r,r,r,r,,,,
montana,"4,200",0.3739649185,2021,,,,,,,r,r,r,r,,,,
nebraska,"8,506",0.3456459019,2021,,,,,,,r,-,-,-,,,,
nevada,"14,908",0.4425577391,2021,,,,,,,d,d,d,d,,,,
new hampshire,"2,890",0.2289108911,2021,,,,,,,r,r,r,r,,,,
new jersey,"29,575",0.2913879228,2021,,,,,,,d,d,d,d,,,,
new mexico,"11,504",0.5377962695,2021,,,,,,,d,d,d,d,,,,
new york,"95,959",0.4553387554,2021,,,,,,,d,d,d,d,,,,
north carolina,"46,852",0.3889230156,2021,,,,,,,d,r,r,split,,,,
north dakota,"2,330",0.2304193038,2021,,,,,,,r,r,r,r,,,,
ohio,"51,657",0.3980014023,2021,,,,,,,r,r,r,r,,,,
oklahoma,"24,701",0.510245817,2021,,,,,,,r,r,r,r,,,,
oregon,"17,303",0.4229114728,2021,,,,,,,d,d,d,d,,,,
pennsylvania,"43,678",0.3293420398,2021,,,,,,,d,r,r,split,,,,
rhode island,"4,631",0.4425649847,2021,,,,,,,d,d,d,d,,,,
south carolina,"26,842",0.4693888257,2021,,,,,,,r,r,r,r,,,,
south dakota,"3,193",0.2808514381,2021,,,,,,,r,r,r,r,,,,
tennessee,"37,328",0.4567960155,2021,,,,,,,r,r,r,r,,,,
texas,"180,705",0.4836935283,2021,,,,,,,r,r,r,r,,,,
utah,"9,870",0.2112947423,2021,,,,,,,r,r,r,r,,,,
vermont,"2,022",0.3755572065,2021,,,,,,,r,d,d,split,,,,
virginia,"30,115",0.3142708062,2021,,,,,,,d,d,d,d,,,,
washington,"27,992",0.3335915434,2021,,,,,,,d,d,d,d,,,,
west virginia,"8,212",0.4774973834,2021,,,,,,,r,r,r,r,,,,
wisconsin,"21,527",0.348440459,2021,,,,,,,d,r,r,split,,,,
wyoming,"1,846",0.2959756293,2021,,,,,,,r,r,r,r,,,,
alabama,26210.0,0.450739,2022,,,,,,,r,r,r,r,,,,
alaska,3569.0,0.381344,2022,,,,,,,r,r,s,split,,,,
arizona,36153.0,0.460272,2022,,,,,,,r,r,r,r,,,,
arkansas,13793.0,0.388853,2022,,,,,,,r,r,r,r,,,,
california,168963.0,0.403153,2022,,,,,,,d,d,d,d,,,,
colorado,22227.0,0.356299,2022,,,,,,,d,d,d,d,,,,
connecticut,13425.0,0.379967,2022,,,,,,,d,d,d,d,,,,
delaware,4533.0,0.419101,2022,,,,,,,d,d,d,d,,,,
district of columbia,3624.0,0.448793,2022,,,,,,,,,,,,,,
florida,97798.0,0.435756,2022,,,,,,,r,r,r,r,,,,
georgia,57915.0,0.459169,2022,,,,,,,r,r,r,r,,,,
hawaii,5181.0,0.333505,2022,,,,,,,d,d,d,d,,,,
idaho,7099.0,0.317047,2022,,,,,,,r,r,r,r,,,,
illinois,49758.0,0.387674,2022,,,,,,,d,d,d,d,,,,
indiana,32758.0,0.411279,2022,,,,,,,r,r,r,r,,,,
iowa,14141.0,0.387361,2022,,,,,,,r,r,r,r,,,,
kansas,10789.0,0.313625,2022,,,,,,,d,r,r,split,,,,
kentucky,23672.0,0.45249,2022,,,,,,,d,r,r,split,,,,
louisiana,34642.0,0.613361,2022,,,,,,,d,r,r,split,,,,
maine,4462.0,0.368974,2022,,,,,,,d,d,d,d,,,,
maryland,27584.0,0.401035,2022,,,,,,,r,d,d,split,,,,
massachusetts,21318.0,0.310831,2022,,,,,,,r,d,d,split,,,,
michigan,38716.0,0.378378,2022,,,,,,,d,r,r,split,,,,
minnesota,21080.0,0.329298,2022,,,,,,,d,r,d,split,,,,
mississippi,19866.0,0.57292,2022,,,,,,,r,r,r,r,,,,
missouri,26658.0,0.386432,2022,,,,,,,r,r,r,r,,,,
montana,4045.0,0.362228,2022,,,,,,,r,r,r,r,,,,
nebraska,8766.0,0.360074,2022,,,,,,,r,-,-,-,,,,
nevada,14167.0,0.426807,2022,,,,,,,d,d,d,d,,,,
new hampshire,2607.0,0.215865,2022,,,,,,,r,r,r,r,,,,
new jersey,31012.0,0.3014,2022,,,,,,,d,d,d,d,,,,
new mexico,11893.0,0.550245,2022,,,,,,,d,d,d,d,,,,
new york,98396.0,0.473572,2022,,,,,,,d,d,d,d,,,,
north carolina,46609.0,0.383418,2022,,,,,,,d,r,r,split,,,,
north dakota,2102.0,0.219714,2022,,,,,,,r,r,r,r,,,,
ohio,50690.0,0.395302,2022,,,,,,,r,r,r,r,,,,
oklahoma,24580.0,0.508566,2022,,,,,,,r,r,r,r,,,,
oregon,17209.0,0.435748,2022,,,,,,,d,d,d,d,,,,
pennsylvania,44317.0,0.34024,2022,,,,,,,d,r,r,split,,,,
rhode island,4177.0,0.406758,2022,,,,,,,d,d,d,d,,,,
south carolina,27434.0,0.474473,2022,,,,,,,r,r,r,r,,,,
south dakota,3070.0,0.274083,2022,,,,,,,r,r,r,r,,,,
tennessee,36335.0,0.441682,2022,,,,,,,r,r,r,r,,,,
texas,188585.0,0.483873,2022,,,,,,,r,r,r,r,,,,
utah,7918.0,0.173003,2022,,,,,,,r,r,r,r,,,,
vermont,2021.0,0.380173,2022,,,,,,,r,d,d,split,,,,
virginia,32139.0,0.336077,2022,,,,,,,r,d,r,split,,,,
